UNIT,TIMESTAMP,TYPE,MARKET,INSTRUMENT,OPEN,HIGH,LOW,CLOSE,FIRST_MESSAGE_TIMESTAMP,LAST_MESSAGE_TIMESTAMP,FIRST_MESSAGE_VALUE,HIGH_MESSAGE_VALUE,HIGH_MESSAGE_TIMESTAMP,LOW_MESSAGE_VALUE,LOW_MESSAGE_TIMESTAMP,LAST_MESSAGE_VALUE,TOTAL_INDEX_UPDATES,VOLUME,QUOTE_VOLUME,VOLUME_TOP_TIER,QUOTE_VOLUME_TOP_TIER,VOLUME_DIRECT,QUOTE_VOLUME_DIRECT,VOLUME_TOP_TIER_DIRECT,QUOTE_VOLUME_TOP_TIER_DIRECT
DAY,1318896000,267,cadli,BTC-USD,2.56470442880155,2.88213372117197,2.31226392526303,2.41901005566683,1318896000,1318982340,2.54805213740118,2.88213372117197,1318950780,2.31226392526303,1318978680,2.41901005566683,979,91528.59153899,239482.75821254,91528.59153899,239482.75821254,87859.09170384,229826.441668386,87859.09170384,229826.441668386
DAY,1318982400,267,cadli,BTC-USD,2.41901005566683,2.5319247382661,2.05886214538873,2.26975503392251,1318982640,1319068680,2.41939976882515,2.5319247382661,1319001780,2.05886214538873,1319049480,2.26975503392251,984,108333.41757108,247560.286342016,108333.41757108,247560.286342016,101864.85357976,232324.75356993,101864.85357976,232324.75356993
DAY,1319068800,267,cadli,BTC-USD,2.26975503392251,2.39151190015216,2.22124154151877,2.35217804744912,1319068800,1319155020,2.24875489615577,2.39151190015216,1319105400,2.22124154151877,1319073120,2.35217804744912,867,56490.55627409,131161.944143562,56490.55627409,131161.944143562,48859.47906274,113046.143549539,48859.47906274,113046.143549539
DAY,1319155200,267,cadli,BTC-USD,2.35217804744912,2.70949090437582,2.34932816613846,2.56999208588606,1319155200,1319241480,2.35793061260115,2.70949090437582,1319163480,2.34932816613846,1319158800,2.56999208588606,923,83747.1766476,212893.966153363,83747.1766476,212893.966153363,72971.10888701,185287.389278764,72971.10888701,185287.389278764
DAY,1319241600,267,cadli,BTC-USD,2.56999208588606,3.28919590874289,2.55758061273979,3.13896866855756,1319241600,1319327820,2.57950872074632,3.28919590874289,1319316900,2.55758061273979,1319242620,3.13896866855756,1020,133392.01773659,400602.29951447,133392.01773659,400602.29951447,120163.90979681,361119.440251742,120163.90979681,361119.440251742
DAY,1319328000,267,cadli,BTC-USD,3.13896866855756,3.20361659157264,2.96897858069903,3.16042960747483,1319328120,1319414340,3.12987326712022,3.20361659157264,1319397720,2.96897858069903,1319374260,3.16042960747483,885,40589.09939001,125442.270428765,40589.09939001,125442.270428765,37044.29104821,114141.143278344,37044.29104821,114141.143278344
DAY,1319414400,267,cadli,BTC-USD,3.16042960747483,3.17511875517256,2.49034909579995,2.54628039364998,1319414400,1319500740,3.15093148624695,3.17511875517256,1319420400,2.49034909579995,1319495580,2.54628039364998,990,98932.56873984,278056.466886225,98932.56873984,278056.466886225,92232.42690478,258830.283591753,92232.42690478,258830.283591753
DAY,1319500800,267,cadli,BTC-USD,2.54628039364998,3.00300401117078,2.44551406654716,2.76357544455181,1319500800,1319587140,2.50388440936864,3.00300401117078,1319506020,2.44551406654716,1319547000,2.76357544455181,941,119830.69616058,330409.530179298,119830.69616058,330409.530179298,101412.11479738,278159.066376792,101412.11479738,278159.066376792
DAY,1319587200,267,cadli,BTC-USD,2.76357544455181,2.84602778633977,2.6521079826699,2.7719393343631,1319587200,1319673360,2.72563521570078,2.84602778633977,1319633820,2.6521079826699,1319596980,2.7719393343631,787,33182.8815406,91458.915400535,33182.8815406,91458.915400535,29400.7368759,80877.0956851683,29400.7368759,80877.0956851683
DAY,1319673600,267,cadli,BTC-USD,2.7719393343631,3.08338882038526,2.76525825718204,3.04000286256526,1319673600,1319759940,2.77962288180271,3.08338882038526,1319759160,2.76525825718204,1319718120,3.04000286256526,846,63201.49489178,184013.223320396,63201.49489178,184013.223320396,58696.09580527,171312.369173284,58696.09580527,171312.369173284
DAY,1319760000,267,cadli,BTC-USD,3.04000286256526,3.24684731042621,2.92035695654953,3.18999494930753,1319760000,1319846280,3.03432792471487,3.24684731042621,1319763960,2.92035695654953,1319765040,3.18999494930753,925,55965.59763908,174295.606386918,55965.59763908,174295.606386918,52365.1901171,162799.022931056,52365.1901171,162799.022931056
DAY,1319846400,267,cadli,BTC-USD,3.18999494930753,3.78814916894067,3.14518230095847,3.58218725511097,1319846400,1319932740,3.18668293954873,3.78814916894067,1319868120,3.14518230095847,1319847540,3.58218725511097,973,82840.85051625,293467.477920956,82840.85051625,293467.477920956,79542.89557792,281957.989624855,79542.89557792,281957.989624855
DAY,1319932800,267,cadli,BTC-USD,3.58218725511097,3.65019987093106,3.20062003567557,3.26997448210414,1319932800,1320019140,3.61927706088455,3.65019987093106,1319960100,3.20062003567557,1320008160,3.26997448210414,850,53651.27897972,181286.759091945,53651.27897972,181286.759091945,50686.72673551,171427.934274386,50686.72673551,171427.934274386
DAY,1320019200,267,cadli,BTC-USD,3.26997448210414,3.31410493120678,3.06602530572185,3.24798760149804,1320019200,1320105540,3.27061083334142,3.31410493120678,1320103620,3.06602530572185,1320046140,3.24798760149804,888,32099.91193558,102277.778512117,32099.91193558,102277.778512117,30980.5249082,98715.5952951037,30980.5249082,98715.5952951037
DAY,1320105600,267,cadli,BTC-USD,3.24798760149804,3.34629059385148,3.06922156933799,3.15051282640229,1320105600,1320191880,3.30702611909847,3.34629059385148,1320106920,3.06922156933799,1320175860,3.15051282640229,848,42603.6227617,135520.647954885,42603.6227617,135520.647954885,37893.47244792,120727.902337337,37893.47244792,120727.902337337
DAY,1320192000,267,cadli,BTC-USD,3.15051282640229,3.39811340734617,3.15051282640229,3.25438684809148,1320192000,1320278340,3.18623678851101,3.39811340734617,1320243360,3.15063632645061,1320215940,3.25438684809148,818,33966.00215968,110009.793173053,33966.00215968,110009.793173053,32311.05067026,104522.193642341,32311.05067026,104522.193642341
DAY,1320278400,267,cadli,BTC-USD,3.25438684809148,3.28098069027056,3.10505037455411,3.15281914096181,1320278400,1320364740,3.22108982102633,3.28098069027056,1320293640,3.10505037455411,1320335580,3.15281914096181,736,30180.37872283,96793.3294245708,30180.37872283,96793.3294245708,24520.65041752,78756.9206517956,24520.65041752,78756.9206517956
DAY,1320364800,267,cadli,BTC-USD,3.15281914096181,3.21154787592242,3.01329475675267,3.10939575916864,1320364800,1320450960,3.18767160982758,3.21154787592242,1320390000,3.01329475675267,1320424980,3.10939575916864,751,42507.03886943,133063.54573344,42507.03886943,133063.54573344,39513.12845304,123573.788069014,39513.12845304,123573.788069014
DAY,1320451200,267,cadli,BTC-USD,3.10939575916864,3.14841500816475,2.85904308886979,2.97066680503104,1320451200,1320537480,3.13576731351065,3.14841500816475,1320478800,2.85904308886979,1320505140,2.97066680503104,689,54806.43089236,165220.137230708,54806.43089236,165220.137230708,52964.47519807,159571.845860157,52964.47519807,159571.845860157
DAY,1320537600,267,cadli,BTC-USD,2.97066680503104,2.99988947348937,2.92205146867857,2.95959128514113,1320537600,1320623940,2.97375897552785,2.99988947348937,1320564600,2.92205146867857,1320607740,2.95959128514113,485,17920.27852539,53098.9035482532,17920.27852539,53098.9035482532,17232.26916969,51037.088913472,17232.26916969,51037.088913472
DAY,1320624000,267,cadli,BTC-USD,2.95959128514113,3.02992131257092,2.95235953062066,3.00663242967395,1320624000,1320710040,2.96013536028554,3.02992131257092,1320706200,2.95235953062066,1320625020,3.00663242967395,557,27242.73999279,81635.7838022719,27242.73999279,81635.7838022719,23992.22928706,71961.1036962138,23992.22928706,71961.1036962138
DAY,1320710400,267,cadli,BTC-USD,3.00663242967395,3.19391739928321,3.00466243782766,3.03810818870284,1320710400,1320796740,3.05697931444191,3.19391739928321,1320721320,3.00466243782766,1320714060,3.03810818870284,867,62757.05315475,193936.489833552,62757.05315475,193936.489833552,60336.67038009,186440.209348558,60336.67038009,186440.209348558
DAY,1320796800,267,cadli,BTC-USD,3.03810818870284,3.10656681516507,2.88737491999766,2.95023643792463,1320796800,1320883140,3.07591898629821,3.10656681516507,1320801360,2.88737491999766,1320881160,2.95023643792463,691,57188.55649827,171787.751863608,57188.55649827,171787.751863608,52195.10614996,156655.472148904,52195.10614996,156655.472148904
DAY,1320883200,267,cadli,BTC-USD,2.95023643792463,2.96736729715149,2.80693268478596,2.85336224454728,1320883200,1320969540,2.95412300379314,2.96736729715149,1320895260,2.80693268478596,1320962760,2.85336224454728,702,35813.60558838,102916.151363505,35813.60558838,102916.151363505,33928.7628307,97395.4899503134,33928.7628307,97395.4899503134
DAY,1320969600,267,cadli,BTC-USD,2.85336224454728,3.10083747296868,2.83282103924153,3.07798387122402,1320969600,1321055940,2.88340208737585,3.10083747296868,1321055220,2.83282103924153,1320969660,3.07798387122402,655,50490.1688303,149674.633751036,50490.1688303,149674.633751036,44853.17480679,133312.045752146,44853.17480679,133312.045752146
DAY,1321056000,267,cadli,BTC-USD,3.07798387122402,3.09827457491628,3.00792797053717,3.03064956103315,1321056000,1321142280,3.04984672706751,3.09827457491628,1321063140,3.00792797053717,1321138920,3.03064956103315,599,21571.67547369,65901.0865748446,21571.67547369,65901.0865748446,20383.25702369,62326.0549873293,20383.25702369,62326.0549873293
DAY,1321142400,267,cadli,BTC-USD,3.03064956103315,3.0476208180315,2.95039654703475,2.99615694356633,1321142400,1321228440,3.01729334177821,3.0476208180315,1321147440,2.95039654703475,1321196160,2.99615694356633,447,9946.01948541,29839.7505133895,9946.01948541,29839.7505133895,9624.99632929,28888.0301203391,9624.99632929,28888.0301203391
DAY,1321228800,267,cadli,BTC-USD,2.99615694356633,2.99615694356633,2.10080686956862,2.20542608391247,1321228800,1321315140,2.99513562129112,2.99523560447567,1321229100,2.10080686956862,1321314900,2.20542608391247,1089,386417.39844514,966011.502262902,386417.39844514,966011.502262902,371926.72602573,931763.003486802,371926.72602573,931763.003486802
DAY,1321315200,267,cadli,BTC-USD,2.20542608391247,2.48849454596169,2.1593390285559,2.32896063554438,1321315200,1321401540,2.27428204817322,2.48849454596169,1321328520,2.1593390285559,1321329660,2.32896063554438,931,79230.49322903,182118.115329931,79230.49322903,182118.115329931,76420.88138084,175520.97523508,76420.88138084,175520.97523508
DAY,1321401600,267,cadli,BTC-USD,2.32896063554438,2.59724621333098,2.30224819899527,2.55972290726202,1321401600,1321487940,2.34723157678809,2.59724621333098,1321483020,2.30224819899527,1321401840,2.55972290726202,892,48411.58864667,118779.320690479,48411.58864667,118779.320690479,44208.84585145,108654.690734369,44208.84585145,108654.690734369
DAY,1321488000,267,cadli,BTC-USD,2.55972290726202,2.57989453074391,2.11584860818402,2.25046676424942,1321488000,1321574100,2.57721714642381,2.57989453074391,1321490580,2.11584860818402,1321533660,2.25046676424942,971,100956.50737465,229595.784290959,100956.50737465,229595.784290959,94837.32166192,215385.548235756,94837.32166192,215385.548235756
DAY,1321574400,267,cadli,BTC-USD,2.25046676424942,2.32428474428573,2.0029625058241,2.05013528348141,1321574400,1321660740,2.32160652892736,2.32428474428573,1321574520,2.0029625058241,1321660200,2.05013528348141,689,102971.21295848,220893.17774203,102971.21295848,220893.17774203,98135.58997612,210125.463543129,98135.58997612,210125.463543129
DAY,1321660800,267,cadli,BTC-USD,2.05013528348141,2.24977673897088,2.00171004484103,2.19685339803816,1321660800,1321746780,2.11338445318049,2.24977673897088,1321669080,2.00171004484103,1321661460,2.19685339803816,1003,78799.02407108,170875.665055215,78799.02407108,170875.665055215,78301.1557857,169806.111819232,78301.1557857,169806.111819232
DAY,1321747200,267,cadli,BTC-USD,2.19685339803816,2.454298144866,2.15207708093202,2.20001908809534,1321747200,1321833540,2.22740766812195,2.454298144866,1321762800,2.15207708093202,1321764000,2.20001908809534,859,81751.0860408,186532.722739655,81751.0860408,186532.722739655,79731.04297345,182015.989840692,79731.04297345,182015.989840692
DAY,1321833600,267,cadli,BTC-USD,2.20001908809534,2.30376837506668,2.18070779871555,2.29142270053575,1321833600,1321919940,2.18097880420298,2.30376837506668,1321911840,2.18070779871555,1321878720,2.29142270053575,758,43500.50124855,97204.8878025812,43500.50124855,97204.8878025812,41727.08203628,93197.4418324729,41727.08203628,93197.4418324729
DAY,1321920000,267,cadli,BTC-USD,2.29142270053575,2.34456878644258,2.25101307436265,2.32913510871054,1321920000,1322006340,2.31337572790896,2.34456878644258,1321972680,2.25101307436265,1321935960,2.32913510871054,823,38152.46267761,88036.8692605488,38152.46267761,88036.8692605488,34208.37350606,78934.4928658179,34208.37350606,78934.4928658179
DAY,1322006400,267,cadli,BTC-USD,2.32913510871054,2.37994792355442,2.27300408499212,2.33208129499983,1322006400,1322092740,2.32944402944432,2.37994792355442,1322041440,2.27300408499212,1322081820,2.33208129499983,949,43415.35371969,100914.159469854,43415.35371969,100914.159469854,39998.19288475,92955.4600346515,39998.19288475,92955.4600346515
DAY,1322092800,267,cadli,BTC-USD,2.33208129499983,2.54678095368567,2.30551136604147,2.43209841286278,1322092800,1322179140,2.32756031778879,2.54678095368567,1322164320,2.30551136604147,1322146140,2.43209841286278,857,93108.50710788,225215.089175044,93108.50710788,225215.089175044,87264.60146372,211558.581614687,87264.60146372,211558.581614687
DAY,1322179200,267,cadli,BTC-USD,2.43209841286278,2.52326076274016,2.3744632420268,2.4994481691205,1322179200,1322265240,2.40788267496054,2.52326076274016,1322258280,2.3744632420268,1322180760,2.4994481691205,956,50525.19104821,124540.073871826,50525.19104821,124540.073871826,44404.69962338,109592.185394539,44404.69962338,109592.185394539
DAY,1322265600,267,cadli,BTC-USD,2.4994481691205,2.53113539371584,2.41150750114148,2.47003009406009,1322265600,1322351940,2.48121994287458,2.53113539371584,1322288820,2.41150750114148,1322313780,2.47003009406009,955,37091.14907947,92033.1672962367,37091.14907947,92033.1672962367,36118.52905117,89621.8708040851,36118.52905117,89621.8708040851
DAY,1322352000,267,cadli,BTC-USD,2.47003009406009,2.48999475376307,2.4235056408244,2.47966340289907,1322352000,1322438340,2.45455536920008,2.48999475376307,1322433180,2.4235056408244,1322403480,2.47966340289907,713,24395.90934679,59890.2028895001,24395.90934679,59890.2028895001,22727.06318349,55832.7726103745,22727.06318349,55832.7726103745
DAY,1322438400,267,cadli,BTC-USD,2.47966340289907,2.54999904333796,2.44542473144783,2.54999904333796,1322438400,1322524740,2.46622448780588,2.54999904333796,1322524740,2.44542473144783,1322452980,2.54999904333796,797,44838.23705916,112451.766919568,44838.23705916,112451.766919568,41261.74102113,103409.126584491,41261.74102113,103409.126584491
DAY,1322524800,267,cadli,BTC-USD,2.54999904333796,2.98107919806455,2.54029114606251,2.75241562713822,1322524800,1322611080,2.54272037199202,2.98107919806455,1322563320,2.54029114606251,1322526480,2.75241562713822,1128,188636.16546025,526657.348291049,188636.16546025,526657.348291049,180531.07885847,503908.526597617,180531.07885847,503908.526597617
DAY,1322611200,267,cadli,BTC-USD,2.75241562713822,3.08840646931637,2.73520677252272,2.97009354656052,1322611200,1322697480,2.74893311203796,3.08840646931637,1322689380,2.73520677252272,1322611740,2.97009354656052,960,127481.122116,371257.465753571,127481.122116,371257.465753571,120145.34038867,349861.48599354,120145.34038867,349861.48599354
DAY,1322697600,267,cadli,BTC-USD,2.97009354656052,3.14010697603861,2.96393518997316,3.06007573288627,1322697600,1322783940,2.96393518997316,3.14010697603861,1322752140,2.96393518997316,1322697600,3.06007573288627,1064,68858.41317896,210169.986053319,68858.41317896,210169.986053319,63864.08821884,195016.146643237,63864.08821884,195016.146643237
DAY,1322784000,267,cadli,BTC-USD,3.06007573288627,3.13724170399401,3.04509610317308,3.11250071814405,1322784000,1322870280,3.05481103436431,3.13724170399401,1322836680,3.04509610317308,1322784060,3.11250071814405,927,60800.35565875,188376.09392187,60800.35565875,188376.09392187,57494.9023996,178018.002549384,57494.9023996,178018.002549384
DAY,1322870400,267,cadli,BTC-USD,3.11250071814405,3.12235199592816,2.75087737402613,2.79399916069424,1322870400,1322956740,3.12199443060514,3.12235199592816,1322871240,2.75087737402613,1322956560,2.79399916069424,870,127577.56622984,374377.990951958,127577.56622984,374377.990951958,123022.08901196,360981.805841304,123022.08901196,360981.805841304
DAY,1322956800,267,cadli,BTC-USD,2.79399916069424,2.87735921080511,2.61146765819072,2.82809507395967,1322956800,1323043140,2.79606012666998,2.87735921080511,1323028320,2.61146765819072,1322998080,2.82809507395967,944,98319.55643567,270158.015642298,98319.55643567,270158.015642298,95222.46888122,261745.727391934,95222.46888122,261745.727391934
DAY,1323043200,267,cadli,BTC-USD,2.82809507395967,2.92971448084694,2.78166771603158,2.87980231964535,1323043200,1323129540,2.80322498021967,2.92971448084694,1323077220,2.78166771603158,1323043500,2.87980231964535,832,34649.59152363,99642.7173150911,34649.59152363,99642.7173150911,30884.98230522,88678.3752402191,30884.98230522,88678.3752402191
DAY,1323129600,267,cadli,BTC-USD,2.87980231964535,3.04921434477213,2.87022757080324,3.03198962364392,1323129600,1323215940,2.89722944177563,3.04921434477213,1323177900,2.87022757080324,1323145500,3.03198962364392,870,58922.74433864,175480.519212304,58922.74433864,175480.519212304,55599.98134889,165517.785933425,55599.98134889,165517.785933425
DAY,1323216000,267,cadli,BTC-USD,3.03198962364392,3.07566621255744,2.93573568255244,2.99039787304643,1323216000,1323302340,3.01454197520797,3.07566621255744,1323255960,2.93573568255244,1323228780,2.99039787304643,827,63959.67852695,191815.299909739,63959.67852695,191815.299909739,58122.18930894,174201.540009477,58122.18930894,174201.540009477
DAY,1323302400,267,cadli,BTC-USD,2.99039787304643,3.00732972597651,2.88840590228074,2.98068494080677,1323302400,1323388740,2.98663705018156,3.00732972597651,1323343020,2.88840590228074,1323379860,2.98068494080677,791,45290.75146142,133902.000215389,45290.75146142,133902.000215389,39933.68696972,117824.449737582,39933.68696972,117824.449737582
DAY,1323388800,267,cadli,BTC-USD,2.98068494080677,3.03293508201293,2.93906833084338,2.96788785470687,1323388800,1323475140,2.98088011601367,3.03293508201293,1323392280,2.93906833084338,1323473760,2.96788785470687,760,37833.54096991,113200.230931765,37833.54096991,113200.230931765,34385.43549919,102810.85493658,34385.43549919,102810.85493658
DAY,1323475200,267,cadli,BTC-USD,2.96788785470687,3.12958211378653,2.93861628639188,3.05396817839333,1323475200,1323561540,2.98853706927304,3.12958211378653,1323555720,2.93861628639188,1323521640,3.05396817839333,748,76131.78929015,231134.544721104,76131.78929015,231134.544721104,74305.72254094,225642.568083437,74305.72254094,225642.568083437
DAY,1323561600,267,cadli,BTC-USD,3.05396817839333,3.3703696589221,3.00199642918129,3.25143431726448,1323561600,1323647940,3.075127403698,3.3703696589221,1323613800,3.00199642918129,1323585420,3.25143431726448,986,115237.73901855,369006.655191096,115237.73901855,369006.655191096,108223.26902697,346453.231360197,108223.26902697,346453.231360197
DAY,1323648000,267,cadli,BTC-USD,3.25143431726448,3.2892982116518,3.08903862637429,3.13936794921857,1323648000,1323734340,3.25343556586039,3.2892982116518,1323655260,3.08903862637429,1323711180,3.13936794921857,836,42334.94404909,134568.110560337,42334.94404909,134568.110560337,39899.99643688,126940.323885469,39899.99643688,126940.323885469
DAY,1323734400,267,cadli,BTC-USD,3.13936794921857,3.25023519575901,3.13936794921857,3.24990041579457,1323734400,1323820620,3.17353767269127,3.25023519575901,1323817860,3.15461358975688,1323740160,3.24990041579457,723,35690.06056687,114651.125106306,35690.06056687,114651.125106306,32658.54298942,104930.815362624,32658.54298942,104930.815362624
DAY,1323820800,267,cadli,BTC-USD,3.24990041579457,3.24990041579457,3.00076509370727,3.14999922175901,1323820800,1323907140,3.20589088005284,3.2479961688324,1323830400,3.00076509370727,1323860340,3.14999922175901,884,76485.04894422,238620.323473839,76485.04894422,238620.323473839,72477.6863362,225975.047760453,72477.6863362,225975.047760453
DAY,1323907200,267,cadli,BTC-USD,3.14999922175901,3.21444124187659,3.1137024236358,3.19984457536862,1323907680,1323993420,3.1395527019104,3.21444124187659,1323993000,3.1137024236358,1323911700,3.19984457536862,714,32950.43640246,104473.412878129,32950.43640246,104473.412878129,30094.22817568,95417.4140005501,30094.22817568,95417.4140005501
DAY,1323993600,267,cadli,BTC-USD,3.19984457536862,3.21984790008207,3.15071002476094,3.19998720709652,1323993600,1324079940,3.19012443356158,3.21984790008207,1323998760,3.15071002476094,1324036680,3.19998720709652,750,33893.66626113,108108.187245488,33893.66626113,108108.187245488,29868.63155921,95114.7151056554,29868.63155921,95114.7151056554
DAY,1324080000,267,cadli,BTC-USD,3.19998720709652,3.22772019345056,3.1618001788335,3.20009408654416,1324080600,1324166220,3.19715004637728,3.22772019345056,1324092120,3.1618001788335,1324105080,3.20009408654416,485,18236.94714747,58135.5046732052,18236.94714747,58135.5046732052,16479.9573619,52586.1682917153,16479.9573619,52586.1682917153
DAY,1324166400,267,cadli,BTC-USD,3.20009408654416,3.21929347487466,3.1760227139724,3.19253697056183,1324166640,1324252560,3.17855738758264,3.21929347487466,1324242720,3.1760227139724,1324184340,3.19253697056183,440,11349.2860914,36323.436574783,11349.2860914,36323.436574783,10793.7222536,34542.5941006786,10793.7222536,34542.5941006786
DAY,1324252800,267,cadli,BTC-USD,3.19253697056183,3.64973760972351,3.18987422953242,3.52337871277933,1324252860,1324339140,3.19362371931055,3.64973760972351,1324298700,3.18987422953242,1324266600,3.52337871277933,1049,150823.12832798,514055.956450476,150823.12832798,514055.956450476,139986.96726355,476965.511062996,139986.96726355,476965.511062996
DAY,1324339200,267,cadli,BTC-USD,3.52337871277933,4.49157366178894,3.48330873686641,3.9387060131466,1324339380,1324425540,3.52208034925499,4.49157366178894,1324358520,3.48330873686641,1324342200,3.9387060131466,1398,191563.25802086,759626.843686356,191563.25802086,759626.843686356,186409.9453246,739231.721959087,186409.9453246,739231.721959087
DAY,1324425600,267,cadli,BTC-USD,3.9387060131466,4.03821163508277,3.8207443793373,3.88919481561637,1324425600,1324511940,3.92157099778216,4.03821163508277,1324437660,3.8207443793373,1324504620,3.88919481561637,1238,51847.79536384,203946.103561407,51847.79536384,203946.103561407,48793.69139752,191659.234177095,48793.69139752,191659.234177095
DAY,1324512000,267,cadli,BTC-USD,3.88919481561637,3.97591707027498,3.53504042446303,3.90373704200702,1324512000,1324598340,3.88017296005809,3.97591707027498,1324556280,3.53504042446303,1324562760,3.90373704200702,808,59798.26878191,226733.268885492,59798.26878191,226733.268885492,57206.31808466,216558.946456759,57206.31808466,216558.946456759
DAY,1324598400,267,cadli,BTC-USD,3.90373704200702,3.95349637070686,3.82987332657437,3.94744043028985,1324598400,1324684740,3.8904447147011,3.95349637070686,1324681080,3.82987332657437,1324600140,3.94744043028985,696,27935.57264881,108911.873938393,27935.57264881,108911.873938393,20496.54243032,80030.5400972358,20496.54243032,80030.5400972358
DAY,1324684800,267,cadli,BTC-USD,3.94744043028985,3.96854893115487,3.87007691614019,3.94001791703116,1324684800,1324770600,3.94114092454081,3.96854893115487,1324759140,3.87007691614019,1324695960,3.94001791703116,631,15187.87492,59567.5661790527,15187.87492,59567.5661790527,14933.59417176,58567.8698113627,14933.59417176,58567.8698113627
DAY,1324771200,267,cadli,BTC-USD,3.94001791703116,4.35055400357354,3.79929639487004,4.22570745461681,1324771260,1324857540,3.93970820948557,4.35055400357354,1324816560,3.79929639487004,1324802640,4.22570745461681,782,84685.614419,350217.256725089,84685.614419,350217.256725089,80800.43598574,334511.376230924,80800.43598574,334511.376230924
DAY,1324857600,267,cadli,BTC-USD,4.22570745461681,4.30249040041454,3.90138337505636,4.01600745966174,1324857720,1324943940,4.22128809833385,4.30249040041454,1324864980,3.90138337505636,1324900680,4.01600745966174,833,90287.43047263,364540.821482646,90287.43047263,364540.821482646,88825.74710352,358539.92660627,88825.74710352,358539.92660627
DAY,1324944000,267,cadli,BTC-USD,4.01600745966174,4.0997880574668,3.96372212003315,4.07350978050136,1324944000,1325030340,4.01777058932354,4.0997880574668,1325028600,3.96372212003315,1325006340,4.07350978050136,658,35319.13634729,142629.029278229,35319.13634729,142629.029278229,30159.45779595,121501.165085443,30159.45779595,121501.165085443
DAY,1325030400,267,cadli,BTC-USD,4.07350978050136,4.25026054232131,4.03139860718236,4.18552555240761,1325030520,1325116680,4.06019881010514,4.25026054232131,1325114280,4.03139860718236,1325042340,4.18552555240761,860,36716.53300468,151933.497113949,36716.53300468,151933.497113949,33837.22479013,140029.633438265,33837.22479013,140029.633438265
DAY,1325116800,267,cadli,BTC-USD,4.18552555240761,4.32514321984649,4.11701184233566,4.16626044734033,1325116920,1325203080,4.20173880650085,4.32514321984649,1325131620,4.11701184233566,1325177580,4.16626044734033,821,54819.17617649,231056.795634846,54819.17617649,231056.795634846,53069.28677294,223710.009113519,53069.28677294,223710.009113519
DAY,1325203200,267,cadli,BTC-USD,4.16626044734033,4.29118796283058,4.07347786364827,4.25149673586927,1325203200,1325289540,4.16627563157061,4.29118796283058,1325252220,4.07347786364827,1325237520,4.25149673586927,763,45270.63422303,190121.189335828,45270.63422303,190121.189335828,41068.59504539,172118.957405528,41068.59504539,172118.957405528
DAY,1325289600,267,cadli,BTC-USD,4.25149673586927,4.96829612405847,4.20653217191795,4.70647665714905,1325289600,1325375940,4.25752271715847,4.96829612405847,1325337060,4.20653217191795,1325308860,4.70647665714905,924,131653.56278967,604944.566192692,131653.56278967,604944.566192692,129730.72341624,596240.411567858,129730.72341624,596240.411567858
DAY,1325376000,267,cadli,BTC-USD,4.70647665714905,5.49041953927304,4.61588976325054,5.27179259765011,1325376000,1325462340,4.71336070109578,5.49041953927304,1325455980,4.61588976325054,1325382900,5.27179259765011,1043,110868.5296444,565191.716179134,110868.5296444,565191.716179134,108509.22990098,553045.139810579,108509.22990098,553045.139810579
DAY,1325462400,267,cadli,BTC-USD,5.27179259765011,5.46166634489139,4.80630967628872,5.21677918497317,1325462400,1325548680,5.25322471411577,5.46166634489139,1325506860,4.80630967628872,1325511840,5.21677918497317,996,70886.65302933,369616.852359208,70886.65302933,369616.852359208,69150.93196322,360357.284302242,69150.93196322,360357.284302242
DAY,1325548800,267,cadli,BTC-USD,5.21677918497317,5.28997652700243,4.67336700753271,4.88053092511399,1325548920,1325635140,5.21674734651691,5.28997652700243,1325577120,4.67336700753271,1325596800,4.88053092511399,1092,127947.32192507,633270.978455608,127947.32192507,633270.978455608,125170.25387153,619170.541603798,125170.25387153,619170.541603798
DAY,1325635200,267,cadli,BTC-USD,4.88053092511399,5.689994910851,4.75340984710039,5.5835152418696,1325635260,1325721480,4.87986309777088,5.689994910851,1325699280,4.75340984710039,1325649840,5.5835152418696,1149,135063.41234501,709103.318464348,135063.41234501,709103.318464348,131170.85666299,688717.856619132,131170.85666299,688717.856619132
DAY,1325721600,267,cadli,BTC-USD,5.5835152418696,7.15357553074742,5.57120296170604,6.93335967175215,1325721600,1325807940,5.58446144889893,7.15357553074742,1325807280,5.57120296170604,1325721780,6.93335967175215,1284,188013.37014538,1165358.85292874,188013.37014538,1165358.85292874,182328.19387583,1130623.29423287,182328.19387583,1130623.29423287
DAY,1325808000,267,cadli,BTC-USD,6.93335967175215,7.20318699863144,6.13829871671465,6.69644870639156,1325808000,1325894340,6.92410018737498,7.20318699863144,1325819280,6.13829871671465,1325868300,6.69644870639156,1324,224530.98342167,1525828.6344281,224530.98342167,1525828.6344281,218077.47903467,1481327.87546415,218077.47903467,1481327.87546415
DAY,1325894400,267,cadli,BTC-USD,6.69644870639156,6.99709393647942,6.38752264002347,6.80872473599322,1325894400,1325980620,6.69582832287924,6.99709393647942,1325912100,6.38752264002347,1325900520,6.80872473599322,1012,49731.41173918,333931.282139103,49731.41173918,333931.282139103,48387.58364646,325053.98217758,48387.58364646,325053.98217758
